,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,player_id_y,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff,pitcher_x,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,pitcher_y,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,Name
164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164,Rogers, Tyler,643511,241,1.4,27.8,108.7,84.2,90.8,80.7,401,123,386.0,79,32.8,9,3.7,2.8,643511,2022,319,241,0.253,0.24,0.013,0.365,0.33,0.0349999999999999,0.302,0.286,0.016,3.57,3.36,0.208,643511.0,1935.0,1877.0,,2300.0,,,,,643511.0,83.2,83.5,,72.1,,,,,Tyler Rogers
165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,165,Barría, Jaime,642545,240,16.3,30.8,112.3,88.3,92.8,85.3,442,168,403.0,86,35.8,24,10.0,7.6,642545,2022,316,240,0.217,0.242,-0.0249999999999999,0.393,0.426,-0.0329999999999999,0.29,0.314,-0.024,2.61,4.11,-1.501,642545.0,2272.0,2148.0,,2191.0,1611.0,,,,642545.0,92.0,91.7,,85.3,85.0,,,,Jaime Barria
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,Akin, Keegan,669211,230,7.9,35.7,113.9,87.8,93.6,83.2,429,156,390.0,86,37.4,15,6.5,4.6,669211,2022,329,230,0.227,0.242,-0.0149999999999999,0.375,0.38,-0.005,0.284,0.296,-0.012,3.2,3.62,-0.424,669211.0,2256.0,,,2163.0,1967.0,2385.0,,,669211.0,93.5,,,85.3,84.1,75.1,,,Keegan Akin
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,Eflin, Zach,621107,228,10.5,31.6,111.1,85.3,89.3,82.4,428,151,404.0,71,31.1,14,6.1,4.5,621107,2022,313,228,0.241,0.227,0.0139999999999999,0.393,0.364,0.029,0.295,0.282,0.013,4.04,3.27,0.774,621107.0,2176.0,2048.0,2150.0,2133.0,1699.0,2381.0,,,621107.0,93.1,92.7,90.0,85.6,87.0,78.3,,,Zach Eflin
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,Keuchel, Dallas,572971,227,5.5,39.6,113.7,88.8,93.7,84.4,434,150,396.0,89,39.2,20,8.8,6.6,572971,2022,303,227,0.349,0.289,0.06,0.572,0.461,0.1109999999999999,0.419,0.357,0.062,9.2,5.49,3.708,572971.0,2185.0,1940.0,2167.0,2316.0,1551.0,,,,572971.0,87.9,87.2,85.2,77.0,79.2,,,,Dallas Keuchel
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,Smeltzer, Devin,656970,227,16.2,32.6,112.3,88.8,92.9,85.7,433,170,400.0,89,39.2,16,7.0,5.6,656970,2022,287,227,0.253,0.251,0.002,0.449,0.438,0.011,0.326,0.322,0.004,3.71,4.34,-0.629,656970.0,2278.0,2155.0,2160.0,2539.0,1599.0,2554.0,,,656970.0,89.5,88.6,84.8,77.1,82.2,75.2,,,Devin Smeltzer
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,Crawford, Kutter,676710,226,17.1,42.0,116.8,89.7,93.6,86.5,440,193,401.0,88,38.9,20,8.8,6.0,676710,2022,334,226,0.269,0.253,0.016,0.458,0.438,0.02,0.344,0.331,0.0129999999999999,5.47,4.62,0.85,676710.0,2420.0,,2422.0,2431.0,1322.0,2271.0,,,676710.0,94.6,,88.8,85.2,86.6,79.7,,,Kutter Crawford
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,Velasquez, Vince,592826,223,19.7,35.0,114.0,91.6,95.0,89.1,427,191,386.0,99,44.4,29,13.0,9.1,592826,2022,319,223,0.235,0.243,-0.008,0.422,0.456,-0.034,0.314,0.332,-0.018,4.78,4.65,0.129,592826.0,2417.0,2259.0,,2502.0,1541.0,2361.0,,,592826.0,93.2,91.9,,84.7,88.1,81.5,,,Vince Velasquez
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,Crowe, Wil,640444,223,10.0,30.0,118.0,87.6,91.1,85.2,436,143,404.0,73,32.7,11,4.9,3.3,640444,2022,332,223,0.235,0.248,-0.013,0.356,0.364,-0.008,0.308,0.317,-0.009,4.38,4.2,0.182,640444.0,2478.0,2269.0,,2779.0,1740.0,2463.0,,,640444.0,95.1,94.4,,87.6,85.9,81.6,,,Wil Crowe
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,Germán, Domingo,593334,217,16.7,32.3,110.3,89.4,93.8,85.5,424,163,376.0,88,40.6,15,6.9,5.0,593334,2022,298,217,0.236,0.237,-0.001,0.418,0.389,0.0289999999999999,0.312,0.302,0.01,3.61,3.78,-0.172,593334.0,2539.0,2476.0,,,2368.0,2617.0,,,593334.0,92.7,92.7,,,85.9,81.0,,,Domingo German
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Winder, Josh,680739,217,17.1,35.5,114.1,89.1,92.9,85.1,428,180,396.0,84,38.7,22,10.1,7.7,680739,2022,287,217,0.264,0.268,-0.004,0.46,0.457,0.003,0.337,0.349,-0.0119999999999999,4.7,5.21,-0.509,680739.0,2023.0,,,2118.0,1516.0,2156.0,,,680739.0,94.0,,,84.3,88.9,81.0,,,Josh Winder
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,Brebbia, John,605154,215,17.1,32.6,111.3,87.8,92.3,83.4,442,178,405.0,83,38.6,14,6.5,4.9,605154,2022,288,215,0.268,0.237,0.031,0.423,0.384,0.0389999999999999,0.317,0.291,0.026,3.18,3.49,-0.314,605154.0,2309.0,,,2548.0,,,,,605154.0,94.4,,,84.0,,,,,John Brebbia
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,Cimber, Adam,643256,214,12.1,34.6,119.8,89.1,93.4,86.8,423,155,392.0,83,38.8,11,5.1,3.8,643256,2022,293,214,0.248,0.252,-0.004,0.368,0.369,-0.001,0.294,0.297,-0.003,2.8,3.64,-0.838,643256.0,2172.0,2140.0,,2473.0,,,,,643256.0,86.5,86.5,,77.8,,,,,Adam Cimber
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,Whitlock, Garrett,676477,213,15.3,35.2,113.0,88.8,92.7,87.2,424,162,398.0,83,39.0,17,8.0,5.5,676477,2022,311,213,0.222,0.228,-0.006,0.379,0.367,0.012,0.278,0.278,0.0,3.45,3.17,0.277,676477.0,2123.0,2152.0,,1928.0,2046.0,,,,676477.0,95.1,95.3,,83.2,84.6,,,,Garrett Whitlock
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,Beede, Tyler,595881,212,9.1,30.2,112.5,88.7,93.4,86.3,437,142,402.0,90,42.5,11,5.2,3.9,595881,2022,285,212,0.284,0.269,0.0149999999999999,0.44,0.411,0.029,0.353,0.338,0.0149999999999999,5.14,4.84,0.296,595881.0,2081.0,2127.0,,2068.0,1617.0,2060.0,,,595881.0,95.8,95.6,,88.0,84.8,79.1,,,Tyler Beede
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,Sears, JP,676664,212,17.3,30.2,118.0,90.5,93.4,90.3,444,167,411.0,92,43.4,19,9.0,6.6,676664,2022,288,212,0.256,0.258,-0.002,0.397,0.425,-0.0279999999999999,0.314,0.327,-0.013,3.86,4.49,-0.633,676664.0,2152.0,,,2495.0,1880.0,,,,676664.0,93.2,,,79.2,82.7,,,,JP Sears
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,Burke, Brock,656271,212,13.2,35.4,114.6,88.6,92.8,84.6,429,169,393.0,83,39.2,15,7.1,4.6,656271,2022,328,212,0.211,0.219,-0.008,0.356,0.362,-0.006,0.278,0.284,-0.0059999999999999,1.97,3.31,-1.342,656271.0,2280.0,2048.0,,2158.0,1991.0,,,,656271.0,95.0,93.5,,87.2,88.1,,,,Brock Burke
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,Adon, Joan,672851,210,7.5,35.2,112.5,89.3,92.9,86.2,441,160,399.0,78,37.1,21,10.0,6.8,672851,2022,310,210,0.29,0.275,0.0149999999999999,0.481,0.464,0.0169999999999999,0.379,0.371,0.008,7.1,6.01,1.088,672851.0,2186.0,2144.0,,2061.0,1886.0,2263.0,,,672851.0,95.0,94.9,,86.2,87.4,79.7,,,Joan Adon
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,Tate, Dillon,622253,209,0.0,25.4,111.8,87.1,92.6,83.3,418,123,381.0,80,38.3,11,5.3,3.8,622253,2022,292,209,0.213,0.227,-0.014,0.341,0.338,0.003,0.27,0.277,-0.007,3.05,3.15,-0.096,622253.0,1901.0,1970.0,,2437.0,1649.0,,,,622253.0,93.0,94.0,,80.4,83.9,,,,Dillon Tate
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,Sánchez, Aníbal,434671,207,18.8,30.9,111.0,88.5,91.8,86.2,467,176,406.0,77,37.2,16,7.7,5.5,434671,2022,292,207,0.217,0.25,-0.033,0.415,0.411,0.004,0.32,0.332,-0.012,4.28,4.65,-0.366,434671.0,2065.0,1926.0,2095.0,2174.0,1470.0,1953.0,,,434671.0,89.9,89.1,87.3,83.2,79.9,75.4,,,Anibal Sanchez
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,Sanchez, Aaron,592717,204,8.0,28.4,113.2,92.4,93.6,91.8,411,147,399.0,98,48.0,12,5.9,4.5,592717,2022,265,204,0.324,0.278,0.0459999999999999,0.49,0.418,0.072,0.372,0.328,0.0439999999999999,6.6,4.53,2.07,592717.0,2140.0,2131.0,,,1708.0,2632.0,,,592717.0,92.4,92.1,,,87.8,79.1,,,Aaron Sanchez
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,Peralta, Freddy,642547,201,16.9,31.3,111.3,87.1,91.6,83.2,421,165,407.0,63,31.3,7,3.5,2.2,642547,2022,317,201,0.19,0.19,0.0,0.303,0.3,0.003,0.256,0.257,-0.001,3.58,2.7,0.877,642547.0,2352.0,,,2126.0,1694.0,2066.0,,,642547.0,92.6,,,80.3,85.9,75.8,,,Freddy Peralta
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,Foley, Jason,671345,200,3.2,25.5,111.4,90.7,92.2,90.7,418,126,385.0,85,42.5,9,4.5,3.5,671345,2022,256,200,0.298,0.263,0.0349999999999999,0.364,0.367,-0.003,0.309,0.296,0.013,3.88,3.62,0.258,671345.0,2185.0,2034.0,,2224.0,1594.0,,,,671345.0,96.1,96.3,,85.5,89.5,,,,Jason Foley
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,Hernández, Carlos,672578,199,14.5,36.7,110.9,88.7,92.7,85.0,434,173,410.0,76,38.2,16,8.0,6.0,672578,2022,266,199,0.314,0.272,0.0419999999999999,0.485,0.449,0.0359999999999999,0.378,0.351,0.027,7.39,5.28,2.113,672578.0,2365.0,2301.0,,2029.0,,2282.0,1183.0,,672578.0,96.8,94.1,,85.8,,82.1,85.0,,Carlos Hernandez
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,De Jong, Chase,608328,198,20.3,29.3,111.3,88.4,92.4,83.9,425,180,405.0,78,39.4,17,8.6,5.8,608328,2022,293,198,0.204,0.214,-0.01,0.38,0.384,-0.004,0.3,0.306,-0.006,2.64,3.89,-1.253,608328.0,2412.0,2416.0,,2428.0,1646.0,2557.0,,,608328.0,92.8,93.4,,83.6,86.4,77.7,,,Chase De Jong
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,Martin, Davis,663436,198,17.1,34.3,111.5,89.1,92.4,87.6,439,167,402.0,75,38.1,14,7.1,5.2,663436,2022,269,198,0.259,0.268,-0.009,0.428,0.431,-0.003,0.325,0.334,-0.009,4.83,4.71,0.122,663436.0,2356.0,,,2697.0,2192.0,2627.0,,,663436.0,94.0,,,84.3,85.9,79.7,,,Davis Martin
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,Chavez, Jesse,445926,197,13.4,38.6,116.8,90.1,94.0,88.0,447,173,407.0,91,46.2,16,8.1,5.5,445926,2022,292,197,0.264,0.263,0.001,0.431,0.415,0.016,0.325,0.321,0.004,3.76,4.31,-0.546,445926.0,2056.0,1974.0,2223.0,,1826.0,2512.0,,,445926.0,90.6,91.2,89.1,,85.5,76.9,,,Jesse Chavez
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,Smith, Caleb,592761,197,24.1,29.4,114.8,86.0,90.4,81.0,436,185,399.0,59,29.9,13,6.6,4.3,592761,2022,302,197,0.218,0.211,0.007,0.429,0.366,0.063,0.329,0.305,0.024,4.11,3.86,0.254,592761.0,2429.0,,,2332.0,2130.0,2410.0,,,592761.0,91.9,,,85.4,83.6,78.9,,,Caleb Smith
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,Buehler, Walker,621111,197,7.2,34.0,113.8,87.9,94.6,83.6,430,154,408.0,82,41.6,13,6.6,4.7,621111,2022,274,197,0.263,0.258,0.005,0.412,0.418,-0.006,0.318,0.32,-0.002,4.01,4.28,-0.265,621111.0,2267.0,2167.0,2411.0,2671.0,1550.0,2662.0,,,621111.0,95.2,94.9,91.5,83.5,90.5,79.2,,,Walker Buehler
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,Nelson, Nick,656793,197,15.1,33.0,111.4,87.6,91.7,84.9,426,159,426.0,64,32.5,7,3.6,2.3,656793,2022,306,197,0.257,0.222,0.035,0.35,0.323,0.0269999999999999,0.311,0.297,0.014,4.85,3.64,1.21,656793.0,1969.0,,,2265.0,1916.0,2231.0,,,656793.0,96.3,,,89.9,87.9,81.9,,,Nick Nelson
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,Gore, MacKenzie,669022,196,13.7,41.8,112.2,90.8,93.6,88.1,486,176,409.0,89,45.4,19,9.7,6.1,669022,2022,309,196,0.248,0.259,-0.011,0.376,0.432,-0.0559999999999999,0.323,0.349,-0.0259999999999999,4.5,5.21,-0.71,669022.0,2237.0,,,1957.0,2083.0,2293.0,,,669022.0,94.7,,,87.4,84.8,80.8,,,MacKenzie Gore
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,Wick, Rowan,592858,195,11.6,36.9,111.1,88.5,92.8,85.6,428,159,401.0,78,40.2,20,10.3,6.8,592858,2022,294,195,0.305,0.279,0.0259999999999999,0.475,0.461,0.0139999999999999,0.365,0.353,0.012,4.22,5.35,-1.131,592858.0,2255.0,1777.0,2240.0,2149.0,723.0,2604.0,,,592858.0,94.9,91.7,93.1,82.2,82.9,76.8,,,Rowan Wick
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,García, Jarlín,606424,195,16.7,31.3,111.9,88.8,93.1,86.3,462,178,397.0,81,41.5,21,10.8,7.8,606424,2022,270,195,0.242,0.247,-0.005,0.415,0.435,-0.02,0.308,0.32,-0.012,3.74,4.28,-0.542,606424.0,2201.0,,,2251.0,2112.0,,,,606424.0,93.8,,,82.7,85.2,,,,Jarlin Garcia
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,Manning, Matt,666159,195,14.8,32.8,112.4,89.1,93.2,85.7,438,166,399.0,72,36.9,12,6.2,4.6,666159,2022,263,195,0.231,0.256,-0.0249999999999999,0.336,0.402,-0.066,0.274,0.31,-0.0359999999999999,3.43,4.0,-0.571,666159.0,2055.0,1931.0,,2176.0,1372.0,2282.0,,,666159.0,93.2,92.8,,83.7,86.2,79.7,,,Matt Manning
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,Suter, Brent,608718,194,12.9,26.3,113.9,85.7,88.4,84.0,434,146,400.0,59,30.4,11,5.7,4.0,608718,2022,272,194,0.236,0.242,-0.006,0.407,0.358,0.0489999999999999,0.313,0.3,0.013,3.78,3.72,0.06,608718.0,2147.0,2085.0,,,1477.0,2305.0,,,608718.0,86.4,87.4,,,77.2,78.8,,,Brent Suter
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,Logue, Zach,656657,193,19.4,35.8,111.1,89.5,94.1,85.0,418,190,398.0,82,42.5,24,12.4,9.3,656657,2022,257,193,0.293,0.274,0.0189999999999999,0.565,0.523,0.0419999999999999,0.391,0.37,0.021,6.79,5.97,0.819,656657.0,2011.0,,2237.0,,1873.0,2425.0,,,656657.0,90.1,,85.9,,82.0,77.5,,,Zach Logue
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Stratton, Chris,608717,192,12.8,32.8,111.7,89.7,92.8,87.6,420,164,402.0,79,41.1,11,5.7,3.9,608717,2022,279,192,0.291,0.256,0.0349999999999999,0.405,0.39,0.015,0.332,0.315,0.017,4.26,4.14,0.123,608717.0,2631.0,2512.0,,2868.0,2228.0,3188.0,,,608717.0,92.8,92.9,,86.7,86.8,80.8,,,Chris Stratton
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,Hernandez, Elieser,622694,192,24.1,33.3,112.8,89.4,93.9,84.3,458,204,405.0,69,35.9,25,13.0,9.0,622694,2022,278,192,0.269,0.233,0.036,0.586,0.475,0.1109999999999999,0.388,0.337,0.0509999999999999,6.35,4.81,1.543,622694.0,2094.0,2077.0,,2103.0,1922.0,,,,622694.0,91.6,92.0,,80.1,84.6,,,,Elieser Hernandez
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,Crismatt, Nabil,622503,191,7.8,33.0,115.1,87.7,91.9,84.0,416,148,410.0,69,36.1,10,5.2,3.6,622503,2022,280,191,0.226,0.234,-0.008,0.361,0.35,0.011,0.285,0.291,-0.006,2.94,3.49,-0.549,622503.0,2154.0,2105.0,,2102.0,1696.0,2227.0,,,622503.0,90.5,90.0,,84.7,82.7,73.2,,,Nabil Crismatt
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,Graveman, Kendall,608665,190,6.0,28.9,111.1,88.1,89.9,87.7,435,131,410.0,66,34.7,8,4.2,2.8,608665,2022,285,190,0.257,0.239,0.018,0.364,0.337,0.0269999999999999,0.306,0.292,0.014,3.19,3.51,-0.325,608665.0,2373.0,2228.0,,2495.0,1764.0,2494.0,,,608665.0,96.6,96.5,,88.7,90.7,83.3,,,Kendall Graveman
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,Melancon, Mark,453343,190,10.9,36.3,109.7,89.7,92.6,88.8,429,157,402.0,74,38.9,13,6.8,5.3,453343,2022,247,190,0.281,0.282,-0.0009999999999999,0.393,0.424,-0.0309999999999999,0.325,0.336,-0.011,4.66,4.78,-0.119,453343.0,2324.0,,2266.0,2314.0,,2587.0,1831.0,,453343.0,91.7,,90.9,84.1,,81.7,83.7,,Mark Melancon
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,Hill, Garrett,682051,190,18.7,36.3,113.5,88.8,93.9,87.6,450,180,404.0,75,39.5,18,9.5,6.8,682051,2022,263,190,0.231,0.27,-0.039,0.38,0.471,-0.0909999999999999,0.316,0.364,-0.0479999999999999,4.03,5.75,-1.722,682051.0,2154.0,2133.0,,2527.0,1368.0,2639.0,,,682051.0,92.0,91.7,,82.6,82.2,77.1,,,Garrett Hill
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,Jax, Griffin,643377,189,10.6,33.9,110.8,88.1,92.4,85.1,430,159,405.0,70,37.0,13,6.9,4.5,643377,2022,290,189,0.212,0.22,-0.008,0.333,0.353,-0.0199999999999999,0.265,0.278,-0.013,3.36,3.17,0.189,643377.0,2391.0,,,2844.0,1580.0,2736.0,,,643377.0,95.4,,,86.4,89.8,82.6,,,Griffin Jax
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,López, Jorge,605347,188,1.7,29.8,110.8,87.3,91.6,85.4,425,124,410.0,62,33.0,9,4.8,3.0,605347,2022,298,188,0.206,0.211,-0.005,0.3,0.323,-0.023,0.27,0.284,-0.0139999999999999,2.54,3.31,-0.775,605347.0,2068.0,1990.0,,2369.0,1699.0,2449.0,,,605347.0,97.3,97.7,,87.4,90.0,84.1,,,Jorge Lopez
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,Acevedo, Domingo,642758,188,14.0,31.4,111.4,86.7,91.6,83.2,433,157,394.0,62,33.0,14,7.4,5.3,642758,2022,266,188,0.206,0.235,-0.0289999999999999,0.37,0.373,-0.003,0.273,0.29,-0.0169999999999999,3.33,3.46,-0.135,642758.0,2118.0,2142.0,,2123.0,1867.0,,,,642758.0,93.0,92.2,,86.5,86.8,,,,Domingo Acevedo
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,Barlow, Scott,605130,188,11.6,29.3,113.5,86.4,92.7,81.5,456,155,416.0,57,30.3,13,6.9,4.5,605130,2022,290,188,0.198,0.201,-0.003,0.324,0.337,-0.013,0.261,0.269,-0.008,2.18,2.96,-0.781,605130.0,2394.0,2129.0,,2473.0,,2513.0,,,605130.0,93.6,92.6,,84.1,,78.6,,,Scott Barlow
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,Machado, Andres,600921,187,9.9,38.0,115.8,89.5,94.0,84.2,413,173,392.0,80,42.8,16,8.6,6.1,600921,2022,262,187,0.241,0.272,-0.031,0.404,0.448,-0.0439999999999999,0.317,0.352,-0.0349999999999999,3.34,5.31,-1.973,600921.0,2113.0,2039.0,,2010.0,1519.0,,,,600921.0,95.6,95.0,,87.1,88.9,,,,Andres Machado
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,Baker, Bryan,641329,186,13.3,31.7,109.1,89.8,92.1,89.1,418,158,389.0,77,41.4,9,4.8,3.1,641329,2022,291,186,0.23,0.226,0.004,0.31,0.318,-0.008,0.277,0.28,-0.003,3.49,3.22,0.268,641329.0,2335.0,,2411.0,,1913.0,,,,641329.0,96.2,,87.3,,84.0,,,,Bryan Baker
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,Milner, Hoby,571948,186,6.1,34.4,109.1,85.1,90.2,81.6,418,146,390.0,62,33.3,6,3.2,2.2,571948,2022,272,186,0.25,0.235,0.015,0.377,0.343,0.0339999999999999,0.302,0.287,0.015,3.76,3.39,0.368,571948.0,1974.0,1989.0,,,1783.0,1887.0,,,571948.0,89.2,88.9,,,81.3,79.5,,,Hoby Milner
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,Brasier, Ryan,518489,185,11.5,38.9,113.4,90.7,95.0,87.9,433,174,404.0,86,46.5,16,8.6,6.1,518489,2022,263,185,0.28,0.249,0.031,0.481,0.434,0.0469999999999999,0.336,0.309,0.027,5.78,3.97,1.805,518489.0,2270.0,2230.0,,2469.0,1340.0,,,,518489.0,95.9,96.1,,85.5,88.1,,,,Ryan Brasier
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,Herget, Jimmy,623474,185,15.0,30.8,109.1,88.1,92.1,86.2,403,164,383.0,67,36.2,12,6.5,4.5,623474,2022,266,185,0.196,0.216,-0.0199999999999999,0.314,0.343,-0.029,0.245,0.267,-0.022,2.48,2.92,-0.442,623474.0,2236.0,2250.0,,2608.0,1514.0,2732.0,,,623474.0,92.1,90.4,,83.2,84.3,74.8,,,Jimmy Herget
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,Martínez, Adrián,661309,184,14.0,35.3,117.2,89.1,92.8,86.1,464,163,422.0,69,37.5,19,10.3,7.3,661309,2022,259,184,0.295,0.277,0.0179999999999999,0.504,0.482,0.022,0.367,0.354,0.013,6.24,5.38,0.863,661309.0,,2157.0,,1936.0,2289.0,,,,661309.0,,93.8,,82.0,84.0,,,,Adrian Martinez
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,Bello, Brayan,678394,184,5.3,32.1,112.2,88.0,92.5,85.2,405,134,380.0,69,37.5,10,5.4,3.7,678394,2022,268,184,0.315,0.247,0.068,0.416,0.347,0.069,0.355,0.303,0.0519999999999999,4.71,3.8,0.909,678394.0,2202.0,2122.0,,2497.0,1876.0,2448.0,,,678394.0,97.0,96.3,,85.0,88.2,80.2,,,Brayan Bello
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,Strickland, Hunter,519326,184,17.6,38.0,112.5,89.8,93.4,86.5,426,180,409.0,69,37.9,18,9.8,6.3,519326,2022,284,184,0.253,0.254,-0.001,0.436,0.447,-0.011,0.346,0.354,-0.008,4.91,5.38,-0.471,519326.0,2352.0,2236.0,,2814.0,1773.0,,,,519326.0,95.0,94.3,,84.8,89.8,,,,Hunter Strickland
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,Vest, Will,676684,183,5.8,32.8,109.2,87.8,93.3,84.6,435,152,399.0,81,44.3,13,7.1,4.8,676684,2022,272,183,0.262,0.24,0.022,0.367,0.382,-0.015,0.304,0.311,-0.007,4.0,4.02,-0.02,676684.0,2079.0,1875.0,,2391.0,1571.0,,,,676684.0,95.1,95.3,,86.4,86.8,,,,Will Vest
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Clase, Emmanuel,661403,183,0.3,29.5,109.5,86.3,91.1,84.7,443,111,409.0,59,32.2,4,2.2,1.5,661403,2022,271,183,0.167,0.197,-0.03,0.225,0.27,-0.045,0.187,0.219,-0.032,1.36,1.97,-0.608,661403.0,2565.0,,2653.0,2653.0,,,,,661403.0,99.9,,99.5,91.9,,,,,Emmanuel Clase
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,Moore, Matt,519043,182,15.2,24.7,110.5,87.7,91.8,85.7,433,152,413.0,57,31.3,8,4.4,2.6,519043,2022,304,182,0.187,0.187,0.0,0.275,0.288,-0.0129999999999999,0.257,0.263,-0.006,1.95,2.83,-0.884,519043.0,2385.0,,,,2020.0,2434.0,,,519043.0,93.9,,,,85.0,83.6,,,Matt Moore
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,Fulmer, Michael,605242,182,16.8,37.4,110.0,88.3,92.2,83.3,418,176,387.0,67,36.8,8,4.4,2.9,605242,2022,276,182,0.247,0.235,0.012,0.364,0.356,0.008,0.302,0.302,0.0,3.39,3.78,-0.387,605242.0,2301.0,2188.0,,2415.0,1503.0,2409.0,,,605242.0,94.2,94.5,,90.3,86.5,78.9,,,Michael Fulmer
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,Armstrong, Shawn,542888,182,10.6,31.3,115.3,87.4,91.0,85.3,450,156,399.0,61,33.5,14,7.7,5.2,542888,2022,270,182,0.273,0.227,0.046,0.43,0.356,0.074,0.326,0.282,0.044,4.38,3.27,1.108,542888.0,2302.0,2151.0,2460.0,2518.0,,,,,542888.0,95.3,95.6,92.3,86.1,,,,,Shawn Armstrong
