,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,player_id_y,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff,pitcher_x,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,pitcher_y,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,Name
166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,Kuhl, Chad,641771,223,11.5,32.3,110.9,88.6,92.9,84.3,444,159,392.0,83,37.2,16,7.2,4.6,641771,2021,349,223,0.252,0.242,0.01,0.445,0.406,0.0389999999999999,0.347,0.334,0.0129999999999999,4.82,4.79,0.027,641771.0,2108.0,2029.0,,2399.0,1600.0,2680.0,,,641771.0,94.2,94.1,,88.2,88.3,80.5,,,Chad Kuhl
167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,167,Kluber, Corey,446372,221,13.9,34.8,116.6,86.9,91.2,83.5,419,161,390.0,76,34.4,15,6.8,4.4,446372,2021,341,221,0.247,0.24,0.007,0.375,0.372,0.003,0.31,0.309,0.001,3.83,4.03,-0.205,446372.0,2263.0,2113.0,2454.0,,1638.0,2506.0,,,446372.0,89.9,90.7,87.6,,84.7,81.9,,,Corey Kluber
168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,Lynch, Daniel,663738,221,14.5,33.0,114.5,90.7,95.7,87.1,457,178,423.0,98,44.3,23,10.4,7.4,663738,2021,311,221,0.295,0.287,0.008,0.465,0.491,-0.0259999999999999,0.36,0.376,-0.016,5.69,6.31,-0.619,663738.0,2112.0,2070.0,,2056.0,1720.0,1874.0,,,663738.0,93.8,93.2,,85.2,84.7,77.4,,,Daniel Lynch
169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,Suter, Brent,608718,219,7.6,30.6,110.4,85.5,91.7,81.8,438,141,409.0,76,34.7,13,5.9,4.2,608718,2021,313,219,0.252,0.241,0.011,0.402,0.382,0.02,0.307,0.298,0.009,3.07,3.73,-0.662,608718.0,2163.0,2130.0,,,1791.0,2294.0,,,608718.0,87.3,88.6,,,83.9,78.6,,,Brent Suter
170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,Thompson, Zach,605507,218,13.9,28.4,117.2,87.6,91.3,83.7,449,158,402.0,75,34.4,15,6.9,4.8,605507,2021,315,218,0.227,0.226,0.001,0.374,0.365,0.009,0.293,0.295,-0.002,3.24,3.65,-0.41,605507.0,2409.0,2209.0,2545.0,,1740.0,2267.0,,,605507.0,92.2,92.1,87.1,,85.4,77.2,,,Zach Thompson
171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,171,Hentges, Sam,656529,218,10.9,33.9,114.2,89.1,93.4,86.2,460,156,411.0,93,42.7,21,9.6,6.6,656529,2021,318,218,0.318,0.271,0.0469999999999999,0.491,0.478,0.013,0.377,0.356,0.021,6.68,5.54,1.144,656529.0,2157.0,2105.0,,2191.0,1669.0,2502.0,,,656529.0,94.6,93.0,,86.1,88.4,80.2,,,Sam Hentges
172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,Stratton, Chris,608717,217,13.5,34.1,112.2,89.0,92.0,87.7,445,171,407.0,80,36.9,15,6.9,4.5,608717,2021,337,217,0.233,0.228,0.005,0.367,0.377,-0.01,0.294,0.299,-0.005,3.63,3.76,-0.13,608717.0,2610.0,2529.0,,2863.0,2250.0,3123.0,,,608717.0,93.0,93.6,,85.8,86.6,80.2,,,Chris Stratton
173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,173,Shoemaker, Matt,533167,213,12.2,31.5,111.5,89.1,93.0,85.8,447,163,411.0,86,40.4,21,9.9,7.4,533167,2021,284,213,0.297,0.287,0.01,0.537,0.532,0.005,0.38,0.38,0.0,8.05,6.47,1.585,533167.0,2228.0,2119.0,,2076.0,,1947.0,1222.0,,533167.0,91.6,91.7,,82.2,,77.3,85.2,,Matt Shoemaker
174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,Cimber, Adam,643256,212,6.4,27.4,109.8,87.9,91.8,87.5,399,132,391.0,81,38.2,8,3.8,2.8,643256,2021,286,212,0.234,0.242,-0.0079999999999999,0.31,0.345,-0.0349999999999999,0.263,0.285,-0.0219999999999999,2.26,3.39,-1.13,643256.0,2193.0,2155.0,,2412.0,,,,,643256.0,87.0,87.0,,78.4,,,,,Adam Cimber
175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,Woodford, Jake,663765,210,13.2,31.9,115.4,90.3,93.9,88.4,417,166,391.0,86,41.0,12,5.7,4.1,663765,2021,293,210,0.261,0.266,-0.005,0.403,0.405,-0.002,0.322,0.332,-0.01,3.99,4.73,-0.74,663765.0,2217.0,2016.0,,2460.0,1519.0,2483.0,,,663765.0,92.1,91.4,,82.2,85.0,76.3,,,Jake Woodford
176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,Rasmussen, Drew,656876,209,8.8,30.1,114.2,91.4,94.7,89.8,435,156,400.0,105,50.2,12,5.7,3.9,656876,2021,307,209,0.204,0.246,-0.042,0.307,0.367,-0.06,0.252,0.295,-0.0429999999999999,2.84,3.65,-0.808,656876.0,2436.0,1650.0,2728.0,2655.0,1794.0,2629.0,,,656876.0,97.1,91.1,88.6,86.4,90.1,80.3,,,Drew Rasmussen
177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,177,Martin, Brett,656685,208,5.9,26.4,113.4,88.0,90.6,86.7,422,131,399.0,70,33.7,7,3.4,2.7,656685,2021,264,208,0.272,0.263,0.009,0.374,0.368,0.006,0.293,0.29,0.003,3.18,3.52,-0.344,656685.0,2195.0,2161.0,,2228.0,,2165.0,,,656685.0,93.6,93.1,,87.6,,82.4,,,Brett Martin
178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,Tate, Dillon,622253,208,0.9,25.0,121.1,87.6,92.2,86.3,434,121,405.0,79,38.0,13,6.3,4.5,622253,2021,287,208,0.245,0.24,0.005,0.394,0.368,0.026,0.31,0.314,-0.004,4.39,4.18,0.209,622253.0,2000.0,1951.0,2400.0,2372.0,1624.0,,,,622253.0,95.1,95.5,86.0,81.0,85.4,,,,Dillon Tate
179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,Hoffman, Jeff,656546,206,15.4,35.9,114.4,89.0,92.1,86.4,425,175,390.0,82,39.8,15,7.3,4.5,656546,2021,335,206,0.248,0.236,0.012,0.436,0.394,0.0419999999999999,0.345,0.328,0.0169999999999999,4.56,4.6,-0.038,656546.0,2467.0,,,2561.0,1431.0,2491.0,,,656546.0,94.3,,,82.0,85.9,77.5,,,Jeff Hoffman
180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,Flaherty, Jack,656427,205,13.4,38.0,113.2,89.8,93.4,86.5,453,181,396.0,85,41.5,19,9.3,5.9,656427,2021,322,205,0.199,0.245,-0.0459999999999999,0.364,0.457,-0.093,0.28,0.337,-0.0569999999999999,3.22,4.89,-1.673,656427.0,2246.0,2080.0,,2401.0,1626.0,2405.0,,,656427.0,93.6,90.9,,83.7,84.5,76.2,,,Jack Flaherty
181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,181,Colomé, Alex,517008,205,4.4,30.2,117.1,90.6,95.4,87.1,437,148,394.0,85,41.5,18,8.8,6.2,517008,2021,290,205,0.264,0.255,0.009,0.411,0.446,-0.035,0.319,0.334,-0.015,4.15,4.79,-0.636,517008.0,2101.0,,2148.0,,,,,,517008.0,93.7,,89.5,,,,,,Alex Colome
182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,182,Zimmermann, Bruce,669145,205,13.7,36.6,119.3,91.0,94.7,88.2,443,171,415.0,92,44.9,20,9.8,7.0,669145,2021,285,205,0.291,0.294,-0.003,0.492,0.531,-0.039,0.359,0.378,-0.019,5.04,6.39,-1.354,669145.0,2325.0,,,2464.0,1979.0,2582.0,,,669145.0,91.4,,,86.1,84.4,81.9,,,Bruce Zimmermann
183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,183,Luetge, Lucas,476595,204,15.2,36.3,110.1,86.6,88.6,86.7,409,164,379.0,64,31.4,9,4.4,3.0,476595,2021,301,204,0.238,0.243,-0.005,0.359,0.358,0.001,0.279,0.282,-0.0029999999999999,2.74,3.32,-0.583,476595.0,2556.0,,2554.0,2788.0,,2658.0,,,476595.0,90.3,,88.3,81.3,,74.5,,,Lucas Luetge
184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,184,Alvarez, Jose,501625,204,8.3,29.9,110.1,86.4,89.3,85.6,400,134,385.0,67,32.8,5,2.5,1.9,501625,2021,266,204,0.217,0.249,-0.032,0.279,0.341,-0.062,0.245,0.286,-0.0409999999999999,2.37,3.42,-1.054,501625.0,2302.0,2127.0,2304.0,2238.0,1541.0,,,,501625.0,91.3,91.2,85.8,81.4,81.2,,,,Jose Alvarez
185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,185,Trivino, Lou,642152,204,9.8,31.4,115.5,87.4,90.5,85.7,423,150,405.0,69,33.8,16,7.8,5.2,642152,2021,310,204,0.216,0.233,-0.017,0.31,0.394,-0.084,0.28,0.319,-0.0389999999999999,3.18,4.32,-1.144,642152.0,2008.0,2006.0,2249.0,,1676.0,2382.0,,,642152.0,95.6,95.9,92.9,,87.3,77.8,,,Lou Trivino
186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,186,Widener, Taylor,642203,202,17.8,38.6,111.9,89.9,94.2,85.1,483,197,416.0,91,45.0,19,9.4,6.0,642203,2021,319,202,0.241,0.249,-0.008,0.456,0.477,-0.0209999999999999,0.343,0.356,-0.0129999999999999,4.35,5.54,-1.189,642203.0,2143.0,,2000.0,2239.0,1713.0,,,,642203.0,92.6,,85.7,83.9,85.6,,,,Taylor Widener
187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,187,Santana, Ervin,429722,201,13.8,38.8,115.5,90.2,94.0,87.2,451,190,423.0,88,43.8,22,10.9,7.9,429722,2021,277,201,0.259,0.278,-0.019,0.446,0.533,-0.087,0.328,0.369,-0.0409999999999999,4.68,6.03,-1.346,429722.0,2178.0,,,2319.0,1681.0,,,,429722.0,93.4,,,84.4,87.2,,,,Ervin Santana
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,Heuer, Codi,676051,200,12.7,31.0,109.4,87.3,90.7,85.3,410,150,392.0,73,36.5,9,4.5,3.2,676051,2021,281,200,0.261,0.253,0.008,0.406,0.387,0.019,0.313,0.306,0.007,4.28,3.95,0.327,676051.0,2366.0,,,2079.0,2267.0,,,,676051.0,95.9,,,87.3,87.2,,,,Codi Heuer
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,Fulmer, Michael,605242,199,12.1,33.2,112.5,86.7,91.3,84.3,447,149,409.0,70,35.2,13,6.5,4.4,605242,2021,297,199,0.256,0.242,0.014,0.378,0.385,-0.007,0.301,0.301,0.0,2.97,3.81,-0.839,605242.0,2200.0,2201.0,,2408.0,1680.0,2529.0,,,605242.0,95.5,95.7,,91.2,88.1,79.6,,,Michael Fulmer
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,Watkins, Spenser,657093,199,17.1,38.2,115.2,90.7,94.5,86.6,447,191,401.0,76,38.2,22,11.1,8.6,657093,2021,255,199,0.322,0.303,0.019,0.596,0.557,0.0389999999999999,0.405,0.391,0.014,8.07,6.94,1.127,657093.0,2239.0,,2367.0,2377.0,1529.0,2325.0,,,657093.0,90.8,,86.7,80.8,85.6,79.1,,,Spenser Watkins
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,Kinley, Tyler,641755,199,18.0,32.7,112.4,89.2,93.5,84.3,439,177,402.0,71,35.7,13,6.5,4.4,641755,2021,295,199,0.223,0.234,-0.011,0.424,0.392,0.0319999999999999,0.308,0.304,0.004,4.74,3.89,0.845,641755.0,2376.0,2688.0,,2619.0,1729.0,2769.0,,,641755.0,95.9,95.8,,90.3,87.4,86.0,,,Tyler Kinley
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,Green, Chad,643338,199,24.9,30.7,115.6,89.1,93.6,86.1,453,191,385.0,87,43.7,22,11.1,7.0,643338,2021,315,199,0.193,0.212,-0.0189999999999999,0.386,0.399,-0.013,0.262,0.278,-0.016,3.12,3.22,-0.1,643338.0,2501.0,2593.0,,,,2580.0,,,643338.0,95.7,96.0,,,,85.0,,,Chad Green
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,Cishek, Steve,518553,197,9.7,28.4,116.4,84.9,92.4,81.1,397,143,397.0,64,32.7,12,6.1,3.9,518553,2021,308,197,0.238,0.212,0.0259999999999999,0.316,0.319,-0.003,0.299,0.295,0.004,3.42,3.65,-0.226,518553.0,2385.0,2306.0,,2376.0,1720.0,,,,518553.0,89.7,90.2,,77.5,82.3,,,,Steve Cishek
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,Guerra, Junior,448855,197,11.0,31.5,115.2,86.7,90.7,85.1,457,145,410.0,70,35.5,9,4.6,2.9,448855,2021,307,197,0.262,0.24,0.022,0.379,0.351,0.028,0.338,0.324,0.014,6.06,4.48,1.581,448855.0,2329.0,2140.0,,2404.0,,2556.0,1006.0,,448855.0,92.2,93.0,,84.2,,80.8,84.1,,Junior Guerra
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,Whitlock, Garrett,676477,197,7.5,34.5,111.7,87.7,94.1,84.0,430,147,396.0,73,37.1,8,4.1,2.7,676477,2021,298,197,0.233,0.227,0.006,0.349,0.332,0.0169999999999999,0.272,0.266,0.006,1.96,2.94,-0.976,676477.0,2125.0,2097.0,,1948.0,1910.0,,,,676477.0,96.3,95.8,,83.7,83.1,,,,Garrett Whitlock
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,Rodríguez, Richard,593144,197,22.9,31.5,111.0,91.5,94.4,89.2,448,203,412.0,87,44.2,18,9.1,7.2,593144,2021,251,197,0.209,0.246,-0.037,0.372,0.473,-0.1009999999999999,0.264,0.319,-0.0549999999999999,2.94,4.32,-1.382,593144.0,2438.0,,,2190.0,,,,,593144.0,93.1,,,81.3,,,,,Richard Rodriguez
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,Mayers, Mike,594577,196,16.0,31.6,111.8,91.0,93.7,89.2,434,177,399.0,82,41.8,16,8.2,5.1,594577,2021,315,196,0.25,0.22,0.03,0.43,0.391,0.0389999999999999,0.323,0.3,0.023,3.84,3.78,0.06,594577.0,2348.0,,2324.0,2140.0,1511.0,2166.0,,,594577.0,94.5,,91.2,85.1,87.7,76.7,,,Mike Mayers
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,Gray, Josiah,680686,196,22.1,32.1,110.9,88.3,94.4,81.3,426,190,396.0,71,36.2,24,12.2,7.8,680686,2021,307,196,0.238,0.219,0.0189999999999999,0.506,0.454,0.0519999999999999,0.348,0.325,0.0229999999999999,5.48,4.51,0.966,680686.0,2254.0,,,2087.0,2218.0,2428.0,,,680686.0,94.6,,,85.7,89.2,83.8,,,Josiah Gray
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,Loáisiga, Jonathan,642528,195,1.5,20.5,113.5,84.0,90.4,81.6,405,104,384.0,47,24.1,6,3.1,2.1,642528,2021,283,195,0.215,0.189,0.0259999999999999,0.281,0.254,0.027,0.245,0.229,0.0159999999999999,2.17,2.18,-0.015,642528.0,2433.0,2346.0,,2566.0,1931.0,2646.0,,,642528.0,97.8,98.3,,90.1,90.0,86.7,,,Jonathan Loaisiga
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Oviedo, Johan,670912,194,7.1,35.6,112.8,87.7,91.9,84.3,436,152,413.0,69,35.6,15,7.7,5.2,670912,2021,288,194,0.251,0.271,-0.02,0.412,0.453,-0.041,0.339,0.363,-0.0239999999999999,4.91,5.8,-0.891,670912.0,2256.0,2386.0,,2539.0,1847.0,2424.0,,,670912.0,94.9,96.7,,85.7,86.4,76.7,,,Johan Oviedo
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,Barría, Jaime,642545,194,14.2,36.6,115.1,90.0,92.3,88.8,436,166,407.0,81,41.8,12,6.2,4.8,642545,2021,250,194,0.307,0.302,0.005,0.474,0.473,0.001,0.361,0.361,0.0,4.61,5.73,-1.124,642545.0,2308.0,2139.0,,2193.0,1609.0,,,,642545.0,93.1,92.6,,85.8,85.8,,,,Jaime Barria
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,Funkhouser, Kyle,608335,194,7.2,25.8,112.5,87.5,91.9,85.9,427,133,410.0,71,36.6,9,4.6,3.0,608335,2021,298,194,0.229,0.238,-0.0089999999999999,0.34,0.354,-0.0139999999999999,0.303,0.316,-0.013,3.42,4.24,-0.816,608335.0,2161.0,2035.0,,2432.0,1908.0,,,,608335.0,95.8,95.5,,86.7,88.9,,,,Kyle Funkhouser
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,Chacín, Jhoulys,468504,194,9.9,32.0,111.7,86.4,93.3,80.4,452,155,400.0,70,36.1,11,5.7,4.1,468504,2021,269,194,0.222,0.244,-0.0219999999999999,0.406,0.391,0.015,0.306,0.318,-0.012,4.34,4.3,0.037,468504.0,2240.0,2213.0,,2476.0,1421.0,2444.0,,,468504.0,92.4,92.9,,88.2,84.6,81.2,,,Jhoulys Chacin
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,Weaver, Luke,596133,191,14.5,36.1,112.2,90.1,93.1,86.5,436,184,405.0,79,41.4,18,9.4,6.5,596133,2021,275,191,0.233,0.253,-0.0199999999999999,0.47,0.452,0.0179999999999999,0.317,0.328,-0.011,4.25,4.6,-0.351,596133.0,2458.0,2223.0,2384.0,,1726.0,2365.0,,,596133.0,93.6,91.1,87.4,,85.4,78.0,,,Luke Weaver
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,Glasnow, Tyler,607192,190,13.0,31.1,113.9,91.5,95.7,88.2,444,162,403.0,89,46.8,17,8.9,5.0,607192,2021,340,190,0.176,0.188,-0.012,0.319,0.331,-0.012,0.246,0.257,-0.011,2.66,2.74,-0.081,607192.0,2424.0,,,2768.0,1704.0,2997.0,,,607192.0,97.0,,,87.5,91.5,83.5,,,Tyler Glasnow
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,Finnegan, Kyle,640448,189,9.0,29.1,113.4,88.9,92.9,86.5,447,148,401.0,74,39.2,14,7.4,4.8,640448,2021,294,189,0.251,0.22,0.031,0.404,0.36,0.044,0.324,0.299,0.025,3.54,3.76,-0.215,640448.0,,2058.0,,2116.0,,,1251.0,,640448.0,,95.6,,87.5,,,87.5,,Kyle Finnegan
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,Gallegos, Giovanny,606149,189,20.7,34.4,110.5,89.0,93.0,85.0,424,188,390.0,73,38.6,19,10.1,6.1,606149,2021,310,189,0.183,0.206,-0.0229999999999999,0.302,0.347,-0.0449999999999999,0.24,0.272,-0.032,3.02,3.08,-0.055,606149.0,2350.0,,,2480.0,1885.0,,,,606149.0,94.4,,,85.6,87.1,,,,Giovanny Gallegos
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,Clase, Emmanuel,661403,189,-0.2,20.1,109.3,86.4,89.8,85.4,427,99,410.0,56,29.6,3,1.6,1.1,661403,2021,279,189,0.195,0.204,-0.0089999999999999,0.24,0.267,-0.027,0.212,0.228,-0.016,1.29,2.17,-0.878,661403.0,2546.0,,2579.0,2550.0,,,,,661403.0,100.6,,100.2,91.9,,,,,Emmanuel Clase
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,Cessa, Luis,570666,188,8.5,30.3,118.2,86.9,91.6,84.8,424,139,392.0,66,35.1,12,6.4,4.6,570666,2021,263,188,0.229,0.251,-0.0219999999999999,0.342,0.374,-0.0319999999999999,0.277,0.301,-0.0239999999999999,2.5,3.81,-1.305,570666.0,2232.0,2141.0,,2474.0,1676.0,,,,570666.0,93.8,93.2,,82.7,87.9,,,,Luis Cessa
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,Steckenrider, Drew,608716,188,16.5,31.4,114.8,90.7,93.3,90.4,424,170,394.0,72,38.3,10,5.3,3.7,608716,2021,267,188,0.214,0.229,-0.015,0.333,0.361,-0.0279999999999999,0.264,0.284,-0.0199999999999999,2.0,3.37,-1.375,608716.0,2362.0,,,,1676.0,2162.0,,,608716.0,94.0,,,,87.6,80.4,,,Drew Steckenrider
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,Dobnak, Randy,677976,187,2.3,31.0,118.3,91.7,97.7,88.4,425,132,398.0,104,55.6,19,10.2,8.3,677976,2021,228,187,0.31,0.325,-0.015,0.554,0.554,0.0,0.38,0.395,-0.015,7.64,7.12,0.518,677976.0,2075.0,1942.0,,2428.0,1699.0,,,,677976.0,93.5,91.6,,84.2,84.5,,,,Randy Dobnak
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,Estévez, Carlos,608032,187,12.9,33.2,109.8,90.5,91.1,90.6,453,168,405.0,74,39.6,14,7.5,5.2,608032,2021,270,187,0.293,0.257,0.0359999999999999,0.455,0.414,0.041,0.345,0.32,0.0249999999999999,4.38,4.35,0.028,608032.0,2163.0,,,2348.0,1594.0,,,,608032.0,97.1,,,86.7,88.7,,,,Carlos Estevez
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,Kittredge, Andrew,552640,187,5.0,29.4,116.1,88.9,92.6,86.9,453,139,393.0,70,37.4,14,7.5,5.0,552640,2021,282,187,0.21,0.221,-0.011,0.332,0.355,-0.0229999999999999,0.251,0.269,-0.018,1.88,3.01,-1.126,552640.0,2551.0,2383.0,,2722.0,1597.0,,,,552640.0,94.6,95.4,,88.9,89.7,,,,Andrew Kittredge
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,Hand, Brad,543272,185,14.4,36.2,114.2,88.2,92.2,84.8,443,174,394.0,69,37.3,16,8.6,5.8,543272,2021,278,185,0.235,0.25,-0.015,0.408,0.432,-0.024,0.31,0.33,-0.02,3.9,4.66,-0.763,543272.0,2381.0,2299.0,,2279.0,,,,,543272.0,92.9,93.0,,80.1,,,,,Brad Hand
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,Canning, Griffin,656288,185,16.8,32.4,111.3,89.6,94.5,85.1,451,180,404.0,73,39.5,17,9.2,6.1,656288,2021,277,185,0.264,0.251,0.013,0.5,0.433,0.067,0.358,0.332,0.0259999999999999,5.6,4.73,0.871,656288.0,2265.0,,,2639.0,1869.0,2325.0,,,656288.0,93.5,,,88.2,89.1,81.9,,,Griffin Canning
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,Barlow, Scott,605130,185,14.6,33.5,119.0,88.3,92.4,84.2,424,171,409.0,68,36.8,15,8.1,4.9,605130,2021,306,185,0.223,0.215,0.008,0.328,0.354,-0.0259999999999999,0.275,0.282,-0.0069999999999999,2.42,3.32,-0.898,605130.0,2306.0,2024.0,,2420.0,,2478.0,,,605130.0,95.3,96.3,,85.0,,79.3,,,Scott Barlow
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,Peterson, David,656849,184,10.3,38.0,117.3,90.4,96.7,85.1,451,164,412.0,79,42.9,18,9.8,6.3,656849,2021,287,184,0.255,0.279,-0.024,0.454,0.478,-0.0239999999999999,0.345,0.367,-0.022,5.54,5.96,-0.425,656849.0,2069.0,2081.0,,2232.0,1922.0,1995.0,,,656849.0,92.7,92.4,,82.1,83.9,73.5,,,David Peterson
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,Floro, Dylan,571670,183,9.1,31.1,109.4,85.9,91.0,82.5,392,145,388.0,59,32.2,10,5.5,3.7,571670,2021,270,183,0.217,0.236,-0.0189999999999999,0.287,0.358,-0.071,0.255,0.29,-0.0349999999999999,2.81,3.52,-0.707,571670.0,2233.0,2167.0,,2018.0,1850.0,,,,571670.0,93.8,93.7,,87.2,86.4,,,,Dylan Floro
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Ruiz, José,614179,183,14.5,33.9,116.0,92.1,95.2,90.2,416,173,395.0,90,49.2,15,8.2,5.5,614179,2021,271,183,0.21,0.244,-0.034,0.366,0.419,-0.0529999999999999,0.281,0.319,-0.0379999999999999,3.05,4.32,-1.274,614179.0,2329.0,,,2295.0,1851.0,2396.0,,,614179.0,97.0,,,90.2,89.4,85.5,,,Jose Ruiz
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,Guerra, Deolis,500610,183,22.0,30.1,112.1,85.6,91.8,80.2,426,180,393.0,62,33.9,13,7.1,4.8,500610,2021,269,183,0.218,0.203,0.0149999999999999,0.358,0.346,0.012,0.283,0.273,0.0099999999999999,4.11,3.1,1.012,500610.0,2298.0,2299.0,,2306.0,1497.0,2165.0,,,500610.0,90.7,90.8,,84.1,81.7,77.1,,,Deolis Guerra
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,King, Michael,650633,182,7.6,35.2,117.2,88.7,93.8,85.0,429,157,397.0,79,43.4,14,7.7,5.1,650633,2021,275,182,0.236,0.257,-0.021,0.355,0.417,-0.062,0.298,0.333,-0.035,3.55,4.76,-1.207,650633.0,2383.0,2290.0,2407.0,2673.0,2116.0,2316.0,,,650633.0,95.2,93.9,87.9,79.8,84.9,74.2,,,Michael King
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,Bard, Daniel,453268,181,12.7,38.7,111.0,88.6,92.0,85.6,416,164,383.0,72,39.8,10,5.5,3.3,453268,2021,304,181,0.265,0.235,0.03,0.431,0.357,0.074,0.35,0.315,0.0349999999999999,5.21,4.21,0.998,453268.0,2731.0,2586.0,,2910.0,2145.0,,,,453268.0,97.5,97.3,,87.1,89.8,,,,Daniel Bard
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,Holmes, Clay,605280,181,-6.5,21.0,111.4,87.1,91.2,85.9,423,92,407.0,63,34.8,7,3.9,2.4,605280,2021,292,181,0.206,0.198,0.0079999999999999,0.284,0.292,-0.008,0.262,0.264,-0.002,3.6,2.9,0.7,605280.0,,2215.0,,2461.0,,2663.0,,,605280.0,,96.0,,87.7,,82.7,,,Clay Holmes
