,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,name_common,mlb_ID,player_ID,year_ID,team_ID,stint_ID,lg_ID,pitcher,G,PA,salary,runs_above_avg,runs_above_avg_off,runs_above_avg_def,WAR_rep,WAA,WAR
1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,1334,13286,Keon Broxton,542979.0,broxtke01,2016,MIL,1,NL,N,75,244.0,508500.0,12.8,3.8,10.4,0.77,1.28,2.05
1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,1335,13287,Keon Broxton,542979.0,broxtke01,2017,MIL,1,NL,N,143,463.0,541200.0,-8.8,-1.8,-4.3,1.44,-0.98,0.46
1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,1336,13288,Keon Broxton,542979.0,broxtke01,2018,MIL,1,NL,N,51,89.0,,13.7,-0.3,13.6,0.28,1.46,1.74
1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,1337,13289,Keon Broxton,542979.0,broxtke01,2019,SEA,3,AL,N,29,63.0,,-4.7,-5.7,0.9,0.21,-0.44,-0.23
1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,1338,13290,Keon Broxton,542979.0,broxtke01,2019,BAL,2,AL,N,37,112.0,,-3.0,-6.0,3.7,0.38,-0.26,0.12
1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339,13291,Keon Broxton,542979.0,broxtke01,2019,NYM,1,NL,N,34,53.0,571765.0,-6.2,-7.2,0.4,0.16,-0.65,-0.49
1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,1340,13305,JT Brubaker,664141.0,brubajt01,2020,PIT,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,1341,13306,JT Brubaker,664141.0,brubajt01,2021,PIT,1,NL,Y,24,43.0,,-0.6,-0.6,0.1,0.01,-0.07,-0.06
1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,1342,13325,Jay Bruce,457803.0,bruceja01,2015,CIN,1,NL,N,157,649.0,12000000.0,-10.2,-15.2,-0.9,2.06,-1.21,0.85
1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,1343,13326,Jay Bruce,457803.0,bruceja01,2016,NYM,2,NL,N,50,187.0,12500000.0,-3.6,-6.6,1.4,0.59,-0.42,0.17
1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,1344,13327,Jay Bruce,457803.0,bruceja01,2016,CIN,1,NL,N,97,402.0,,-3.1,6.9,-13.7,1.26,-0.41,0.85
1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,1345,13328,Jay Bruce,457803.0,bruceja01,2017,CLE,2,AL,N,43,169.0,,-3.4,-0.4,-4.7,0.58,-0.32,0.26
1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,1346,13329,Jay Bruce,457803.0,bruceja01,2017,NYM,1,NL,N,103,448.0,13000000.0,12.1,5.1,2.6,1.35,1.14,2.49
1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,1347,13330,Jay Bruce,457803.0,bruceja01,2018,NYM,1,NL,N,94,361.0,11000000.0,-17.3,-10.3,-10.9,1.16,-2.01,-0.85
1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,1348,13331,Jay Bruce,457803.0,bruceja01,2019,SEA,1,AL,N,47,184.0,14000000.0,-3.8,-0.8,-5.5,0.62,-0.29,0.33
1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,1349,13332,Jay Bruce,457803.0,bruceja01,2019,PHI,2,NL,N,51,149.0,,-0.2,-6.2,4.5,0.47,-0.1,0.37
1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,1350,13333,Jay Bruce,457803.0,bruceja01,2020,PHI,1,NL,N,32,103.0,,-1.8,-3.8,0.5,0.34,-0.16,0.18
1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,1351,13334,Jay Bruce,457803.0,bruceja01,2021,NYY,1,AL,N,10,39.0,1350000.0,-4.6,-4.6,-0.5,0.13,-0.47,-0.34
1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352,13352,Jaycob Brugman,595144.0,brugmja01,2017,OAK,1,AL,N,48,162.0,,-9.8,0.2,-9.3,0.56,-0.95,-0.39
1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,1353,13354,Justin Bruihl,677865.0,bruihju01,2021,LAD,1,NL,Y,21,1.0,,0.3,0.3,0.0,0.0,0.03,0.03
1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,1354,13355,Justin Bruihl,677865.0,bruihju01,2022,LAD,1,NL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,1355,13356,Vidal Brujan,660644.0,brujavi01,2021,TBR,1,AL,N,10,26.0,,-7.1,-4.1,-3.1,0.09,-0.71,-0.62
1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,1356,13357,Vidal Brujan,660644.0,brujavi01,2022,TBR,1,AL,N,52,162.0,,-8.9,-10.9,2.4,0.53,-1.0,-0.47
1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,1357,13517,Kris Bryant,592178.0,bryankr01,2015,CHC,1,NL,N,151,650.0,,31.9,35.9,-1.6,2.01,3.3,5.31
1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,1358,13518,Kris Bryant,592178.0,bryankr01,2016,CHC,1,NL,N,155,699.0,652000.0,53.2,44.2,7.7,2.03,5.27,7.3
1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,1359,13519,Kris Bryant,592178.0,bryankr01,2017,CHC,1,NL,N,151,665.0,1050000.0,38.4,40.4,0.6,1.98,3.67,5.65
1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,1360,13520,Kris Bryant,592178.0,bryankr01,2018,CHC,1,NL,N,102,457.0,10850000.0,10.6,11.6,-0.6,1.36,0.91,2.27
1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,1361,13521,Kris Bryant,592178.0,bryankr01,2019,CHC,1,NL,N,147,634.0,12900000.0,28.0,30.0,-2.1,1.96,2.48,4.44
1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,1362,13522,Kris Bryant,592178.0,bryankr01,2020,CHC,1,NL,N,34,147.0,18600000.0,0.1,-1.9,2.4,0.48,0.04,0.52
1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,1363,13523,Kris Bryant,592178.0,bryankr01,2021,SFG,2,NL,N,51,212.0,,4.2,6.2,-2.6,0.72,0.37,1.09
1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,1364,13524,Kris Bryant,592178.0,bryankr01,2021,CHC,1,NL,N,93,374.0,19500000.0,9.8,12.8,-5.1,1.27,0.9,2.17
1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,1365,13525,Kris Bryant,592178.0,bryankr01,2022,COL,1,NL,N,42,181.0,18000000.0,-1.7,3.3,-7.0,0.57,-0.16,0.41
1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,1366,13552,Kris Bubic,663460.0,bubickr01,2020,KCR,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,1367,13553,Kris Bubic,663460.0,bubickr01,2021,KCR,1,AL,Y,2,5.0,,-0.6,-0.6,0.0,0.0,-0.06,-0.06
1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,1368,13571,David Buchanan,571527.0,buchada01,2015,PHI,1,NL,Y,15,23.0,512500.0,1.7,1.7,0.0,0.0,0.18,0.18
1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,1369,13573,Jake Buchanan,594772.0,buchaja01,2015,HOU,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,1370,13574,Jake Buchanan,594772.0,buchaja01,2016,CHC,1,NL,Y,2,1.0,,-0.1,-0.1,0.0,0.0,-0.01,-0.01
1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,1371,13575,Jake Buchanan,594772.0,buchaja01,2017,CIN,1,NL,Y,4,3.0,,0.9,0.9,0.0,0.0,0.09,0.09
1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,1372,13602,Clay Buchholz,453329.0,buchhcl01,2015,BOS,1,AL,Y,2,6.0,12000000.0,-0.8,-0.8,0.0,0.0,-0.09,-0.09
1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,1373,13603,Clay Buchholz,453329.0,buchhcl01,2016,BOS,1,AL,Y,4,3.0,13000000.0,0.2,0.2,0.0,0.0,0.02,0.02
1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,1374,13604,Clay Buchholz,453329.0,buchhcl01,2017,PHI,1,NL,Y,2,2.0,13500000.0,-0.3,-0.3,0.0,0.0,-0.03,-0.03
1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,1375,13605,Clay Buchholz,453329.0,buchhcl01,2018,ARI,1,NL,Y,16,37.0,,-1.4,-1.4,0.1,0.0,-0.17,-0.17
1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,1376,13606,Clay Buchholz,453329.0,buchhcl01,2019,TOR,1,AL,Y,0,0.0,3000000.0,0.0,0.0,0.0,,,
1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,1377,13614,Ryan Buchter,488748.0,buchtry01,2016,SDP,1,NL,Y,64,0.0,520000.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,1378,13615,Ryan Buchter,488748.0,buchtry01,2017,KCR,2,AL,Y,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,1379,13616,Ryan Buchter,488748.0,buchtry01,2017,SDP,1,NL,Y,38,0.0,544700.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,1380,13617,Ryan Buchter,488748.0,buchtry01,2018,OAK,1,AL,Y,2,0.0,555000.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,13618,Ryan Buchter,488748.0,buchtry01,2019,OAK,1,AL,Y,4,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,1382,13619,Ryan Buchter,488748.0,buchtry01,2020,LAA,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,1383,13620,Ryan Buchter,488748.0,buchtry01,2021,ARI,1,NL,Y,17,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,1384,13727,Walker Buehler,621111.0,buehlwa01,2017,LAD,1,NL,Y,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385,13728,Walker Buehler,621111.0,buehlwa01,2018,LAD,1,NL,Y,22,47.0,,1.2,1.2,0.1,0.0,0.11,0.11
1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,13729,Walker Buehler,621111.0,buehlwa01,2019,LAD,1,NL,Y,29,66.0,570000.0,0.3,0.3,0.1,0.0,0.0,0.0
1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,1387,13730,Walker Buehler,621111.0,buehlwa01,2020,LAD,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,1388,13731,Walker Buehler,621111.0,buehlwa01,2021,LAD,1,NL,Y,34,82.0,3750000.0,0.2,0.2,0.2,0.01,0.0,0.01
1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,1389,13747,Mark Buehrle,279824.0,buehrma01,2015,TOR,1,AL,Y,4,9.0,20000000.0,0.3,0.3,0.0,0.0,0.03,0.03
1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,1390,13839,J.B. Bukauskas,656266.0,bukaujb01,2021,ARI,1,NL,Y,21,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,1391,13910,Madison Bumgarner,518516.0,bumgama01,2015,SFG,1,NL,Y,34,81.0,6750000.0,8.8,8.8,0.2,0.03,0.93,0.96
1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,1392,13911,Madison Bumgarner,518516.0,bumgama01,2016,SFG,1,NL,Y,35,97.0,9750000.0,8.5,8.5,0.2,0.02,0.84,0.86
1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,1393,13912,Madison Bumgarner,518516.0,bumgama01,2017,SFG,1,NL,Y,15,36.0,11500000.0,5.0,5.0,0.1,0.0,0.48,0.48
1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,1394,13913,Madison Bumgarner,518516.0,bumgama01,2018,SFG,1,NL,Y,21,46.0,12000000.0,1.2,1.2,0.1,0.01,0.11,0.12
1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,1395,13914,Madison Bumgarner,518516.0,bumgama01,2019,SFG,1,NL,Y,35,76.0,12000000.0,3.3,3.3,0.1,0.02,0.3,0.32
1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,1396,13915,Madison Bumgarner,518516.0,bumgama01,2020,ARI,1,NL,Y,0,0.0,6000000.0,0.0,0.0,0.0,,,
1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,1397,13916,Madison Bumgarner,518516.0,bumgama01,2021,ARI,1,NL,Y,25,52.0,19000000.0,2.5,2.5,0.1,0.01,0.25,0.26
1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,1398,13917,Aaron Bummer,607481.0,bummeaa01,2017,CHW,1,AL,Y,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,1399,13918,Aaron Bummer,607481.0,bummeaa01,2018,CHW,1,AL,Y,4,0.0,549000.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,13919,Aaron Bummer,607481.0,bummeaa01,2019,CHW,1,AL,Y,7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,1401,13920,Aaron Bummer,607481.0,bummeaa01,2020,CHW,1,AL,Y,0,0.0,1000000.0,0.0,0.0,0.0,,,
1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,1402,13921,Aaron Bummer,607481.0,bummeaa01,2021,CHW,1,AL,Y,5,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,1403,13922,Aaron Bummer,607481.0,bummeaa01,2022,CHW,1,AL,Y,1,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,1404,13935,Dylan Bundy,605164.0,bundydy01,2016,BAL,1,AL,Y,2,3.0,,-0.4,-0.4,0.0,0.0,-0.04,-0.04
1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,1405,13936,Dylan Bundy,605164.0,bundydy01,2017,BAL,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,1406,13937,Dylan Bundy,605164.0,bundydy01,2018,BAL,1,AL,Y,2,5.0,1640000.0,-0.1,-0.1,0.0,0.0,-0.01,-0.01
1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,1407,13938,Dylan Bundy,605164.0,bundydy01,2019,BAL,1,AL,Y,1,2.0,2800000.0,-0.3,-0.3,0.0,0.0,-0.03,-0.03
1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,13939,Dylan Bundy,605164.0,bundydy01,2020,LAA,1,AL,Y,0,0.0,5000000.0,0.0,0.0,0.0,,,
1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,1409,13940,Dylan Bundy,605164.0,bundydy01,2021,LAA,1,AL,Y,3,4.0,8325000.0,0.3,0.3,0.0,0.0,0.03,0.03
1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,1410,13970,Danny Burawa,592181.0,burawda01,2015,NYY,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,1411,13971,Danny Burawa,592181.0,burawda01,2015,ATL,2,NL,Y,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,1412,14063,Nick Burdi,595897.0,burdini01,2018,PIT,1,NL,Y,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,1413,14064,Nick Burdi,595897.0,burdini01,2019,PIT,1,NL,Y,10,0.0,559000.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,1414,14065,Nick Burdi,595897.0,burdini01,2020,PIT,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,1415,14066,Peyton Burdick,680814.0,burdipe01,2022,MIA,1,NL,N,32,102.0,,-4.4,-2.4,-2.3,0.33,-0.46,-0.13
1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,1416,14067,Zack Burdi,641420.0,burdiza01,2020,CHW,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,1417,14068,Zack Burdi,641420.0,burdiza01,2021,CHW,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418,14069,Zack Burdi,641420.0,burdiza01,2021,BAL,2,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419,14090,Jake Burger,669394.0,burgeja01,2021,CHW,1,AL,N,15,42.0,,2.8,1.8,0.7,0.14,0.29,0.43
1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,1420,14091,Jake Burger,669394.0,burgeja01,2022,CHW,1,AL,N,51,183.0,,-6.0,-1.0,-4.7,0.6,-0.65,-0.05
1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,1421,14146,Enrique Burgos,542609.0,burgoen02,2015,ARI,1,NL,Y,30,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,1422,14147,Enrique Burgos,542609.0,burgoen02,2016,ARI,1,NL,Y,41,0.0,511500.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,1423,14169,Brock Burke,656271.0,burkebr01,2019,TEX,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,1424,14324,Alec Burleson,676475.0,burleal01,2022,STL,1,NL,N,16,53.0,,-1.8,-1.8,-1.0,0.17,-0.18,-0.01
1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,1425,14354,A.J. Burnett,150359.0,burnea.01,2015,PIT,1,NL,Y,24,52.0,8500000.0,-0.9,-0.9,0.1,0.0,-0.11,-0.11
1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,1426,14360,Corbin Burnes,669203.0,burneco01,2018,MIL,1,NL,Y,30,1.0,,0.2,0.2,0.0,0.0,0.02,0.02
1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,1427,14361,Corbin Burnes,669203.0,burneco01,2019,MIL,1,NL,Y,30,8.0,562800.0,0.7,0.7,0.0,0.0,0.07,0.07
1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,1428,14362,Corbin Burnes,669203.0,burneco01,2020,MIL,1,NL,Y,0,0.0,,0.0,0.0,0.0,,,
1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,14363,Corbin Burnes,669203.0,burneco01,2021,MIL,1,NL,Y,26,59.0,,1.0,1.0,0.1,0.0,0.08,0.08
1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,1430,14385,Sean Burnett,430634.0,burnese01,2016,WSN,1,NL,Y,10,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,1431,14420,Andy Burns,542992.0,burnsan01,2016,TOR,1,AL,N,10,7.0,,-0.2,-1.2,0.9,0.03,-0.02,0.01
1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,1432,14421,Andy Burns,542992.0,burnsan01,2021,LAD,1,NL,N,9,15.0,100000.0,-0.5,0.5,-1.0,0.05,-0.05,0.0
1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,1433,14431,Billy Burns,542993.0,burnsbi02,2015,OAK,1,AL,N,125,555.0,,10.7,5.7,8.1,1.86,1.32,3.18
1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,1434,14432,Billy Burns,542993.0,burnsbi02,2016,KCR,2,AL,N,24,40.0,512500.0,-5.8,-3.8,-2.6,0.14,-0.59,-0.45
1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,1435,14433,Billy Burns,542993.0,burnsbi02,2016,OAK,1,AL,N,73,292.0,,-14.5,-11.5,-1.5,1.02,-1.46,-0.44
1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,1436,14434,Billy Burns,542993.0,burnsbi02,2017,KCR,1,AL,N,7,6.0,,-2.4,-1.4,-1.0,0.02,-0.24,-0.22
1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,1437,14604,Emmanuel Burriss,502034.0,burriem01,2015,WSN,1,NL,N,5,5.0,,1.2,1.2,0.0,0.02,0.13,0.15
1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,1438,14605,Emmanuel Burriss,502034.0,burriem01,2016,PHI,1,NL,N,39,50.0,925000.0,-7.5,-6.5,-1.0,0.16,-0.8,-0.64
1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,1439,14633,Beau Burrows,663366.0,burrobe01,2020,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440,14634,Beau Burrows,663366.0,burrobe01,2021,DET,1,AL,Y,0,0.0,,0.0,0.0,0.0,,,
