,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,last_name,first_name,player_id_x,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa,player_id_y,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff,era,xera,era_minus_xera_diff,pitcher_x,ff_avg_spin,si_avg_spin,fc_avg_spin,sl_avg_spin,ch_avg_spin,cu_avg_spin,fs_avg_spin,kn_avg_spin,pitcher_y,ff_avg_speed,si_avg_speed,fc_avg_speed,sl_avg_speed,ch_avg_speed,cu_avg_speed,fs_avg_speed,kn_avg_speed,Name
188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,188,Holder, Jonathan,656547,76,8.2,31.6,112.8,86.9,92.5,82.6,418,142,402.0,30,39.5,6,7.9,5.9,656547,2020,101,76,0.281,0.25,0.031,0.449,0.45,-0.001,0.345,0.335,0.0099999999999999,4.99,4.83,0.155,656547.0,2399.0,,2530.0,2731.0,1775.0,2880.0,,,656547.0,92.1,,87.3,80.7,87.2,77.6,,,Jonathan Holder
189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,189,Kintzler, Brandon,445213,76,3.5,31.6,109.3,86.6,90.6,84.2,449,130,420.0,26,34.2,5,6.6,5.0,445213,2020,101,76,0.236,0.258,-0.022,0.393,0.424,-0.0309999999999999,0.298,0.325,-0.027,2.22,4.51,-2.291,445213.0,1903.0,1943.0,,2322.0,2065.0,,,,445213.0,92.0,91.3,,84.6,85.9,,,,Brandon Kintzler
190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,190,Rogers, Trevor,669432,76,10.0,30.3,109.9,87.3,93.7,83.4,396,151,376.0,30,39.5,4,5.3,3.1,669432,2020,130,76,0.283,0.218,0.0649999999999999,0.504,0.34,0.1639999999999999,0.368,0.29,0.078,6.11,3.53,2.577,669432.0,2426.0,2474.0,,2021.0,1455.0,,,,669432.0,93.6,93.8,,81.0,84.4,,,,Trevor Rogers
191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,191,McKenzie, Triston,663474,75,15.7,30.7,109.4,86.0,92.7,81.8,445,179,409.0,27,36.0,9,12.0,7.1,663474,2020,127,75,0.179,0.206,-0.0269999999999999,0.368,0.427,-0.059,0.264,0.299,-0.0349999999999999,3.24,3.76,-0.52,663474.0,2336.0,,,2173.0,1642.0,2224.0,,,663474.0,92.8,,,86.3,86.8,80.1,,,Triston McKenzie
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,Yamaguchi, Shun,685493,75,12.5,25.3,109.0,89.1,93.8,85.6,438,171,393.0,28,37.3,6,8.0,5.0,685493,2020,120,75,0.283,0.233,0.0499999999999999,0.556,0.417,0.139,0.398,0.338,0.06,8.06,4.93,3.135,685493.0,2129.0,,,2290.0,,2480.0,1261.0,,685493.0,90.8,,,81.6,,71.3,84.8,,Shun Yamaguchi
193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,Slegers, Aaron,642083,75,5.6,25.3,109.7,86.1,91.9,83.7,422,125,422.0,21,28.0,2,2.7,2.0,642083,2020,101,75,0.194,0.232,-0.038,0.237,0.328,-0.091,0.213,0.267,-0.054,3.46,2.97,0.492,642083.0,1989.0,1931.0,,2091.0,1603.0,,,,642083.0,91.2,91.3,,84.8,86.7,,,,Aaron Slegers
194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,Gomber, Austin,596295,75,10.3,36.0,113.2,90.0,90.8,89.9,407,159,407.0,25,33.3,2,2.7,1.7,596295,2020,119,75,0.19,0.235,-0.0449999999999999,0.26,0.329,-0.069,0.262,0.309,-0.0469999999999999,1.86,4.04,-2.178,596295.0,2151.0,,,2291.0,1767.0,2490.0,,,596295.0,92.5,,,85.9,83.3,76.3,,,Austin Gomber
195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,Barlow, Scott,605130,75,7.2,36.0,110.8,86.8,92.5,81.2,426,160,409.0,31,41.3,6,8.0,4.8,605130,2020,125,75,0.239,0.247,-0.008,0.389,0.424,-0.0349999999999999,0.295,0.313,-0.018,4.2,4.15,0.05,605130.0,2307.0,2511.0,,2390.0,,2468.0,,,605130.0,94.9,95.6,,83.5,,78.1,,,Scott Barlow
196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,196,Familia, Jeurys,544727,75,3.4,25.3,109.2,85.9,92.3,82.0,434,126,432.0,23,30.7,3,4.0,2.5,544727,2020,120,75,0.204,0.225,-0.021,0.337,0.351,-0.0139999999999999,0.308,0.324,-0.016,3.71,4.48,-0.768,544727.0,2298.0,2183.0,,2283.0,,2191.0,1319.0,,544727.0,97.2,96.4,,89.6,,85.0,91.0,,Jeurys Familia
197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,197,Harper, Ryne,607560,75,16.6,36.0,109.0,86.9,90.6,84.8,413,185,406.0,26,34.7,7,9.3,6.4,607560,2020,110,75,0.29,0.264,0.0259999999999999,0.51,0.452,0.0579999999999999,0.363,0.334,0.0289999999999999,7.61,4.8,2.806,607560.0,1830.0,,,2268.0,1425.0,2200.0,,,607560.0,88.4,,,74.7,79.6,69.2,,,Ryne Harper
198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,Floro, Dylan,571670,75,9.2,32.0,108.0,84.6,89.8,81.0,402,137,402.0,20,26.7,2,2.7,2.0,571670,2020,98,75,0.25,0.253,-0.003,0.348,0.345,0.003,0.263,0.283,-0.0199999999999999,2.59,3.35,-0.761,571670.0,2238.0,2243.0,,2098.0,1927.0,,,,571670.0,93.3,93.4,,88.0,86.2,,,,Dylan Floro
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,Treinen, Blake,595014,75,-0.4,22.7,107.5,84.8,90.1,83.3,395,106,395.0,24,32.0,1,1.3,0.9,595014,2020,107,75,0.24,0.237,0.003,0.313,0.306,0.007,0.275,0.276,-0.001,3.86,3.18,0.677,595014.0,2413.0,2245.0,2538.0,2588.0,,,,,595014.0,97.1,96.9,94.3,88.4,,,,,Blake Treinen
200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,Ureña, José,570632,74,13.1,25.7,111.4,90.6,95.6,87.8,434,152,397.0,31,41.9,7,9.5,6.7,570632,2020,104,74,0.247,0.246,0.001,0.427,0.456,-0.029,0.344,0.354,-0.01,5.4,5.48,-0.08,570632.0,2150.0,2177.0,,2374.0,1724.0,,,,570632.0,95.6,95.3,,85.6,90.4,,,,Jose Urena
201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,201,Dayton, Grant,594795,73,20.3,31.5,107.3,87.4,93.3,77.3,424,206,399.0,23,31.5,7,9.6,6.0,594795,2020,117,73,0.214,0.212,0.002,0.369,0.416,-0.0469999999999999,0.286,0.303,-0.017,2.31,3.87,-1.565,594795.0,2223.0,2324.0,,,1903.0,2441.0,,,594795.0,90.6,90.4,,,82.9,75.9,,,Grant Dayton
202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,202,García, Rony,665621,73,15.7,41.1,114.3,90.0,93.5,85.8,435,191,392.0,31,42.5,8,11.0,8.3,665621,2020,96,73,0.287,0.311,-0.024,0.586,0.575,0.011,0.394,0.404,-0.01,8.14,7.54,0.603,665621.0,2276.0,,,2204.0,1885.0,2235.0,,,665621.0,93.3,,,86.0,88.0,81.3,,,Rony Garcia
203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,203,Hoffman, Jeff,656546,73,16.2,34.2,112.8,92.3,94.9,91.0,420,194,392.0,39,53.4,7,9.6,6.7,656546,2020,104,73,0.352,0.299,0.0529999999999999,0.571,0.498,0.0729999999999999,0.412,0.368,0.0439999999999999,9.28,6.0,3.281,656546.0,2425.0,,,,1409.0,2541.0,,,656546.0,94.4,,,,85.3,77.7,,,Jeff Hoffman
204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,Crichton, Stefan,592233,73,13.5,32.9,109.6,89.0,90.0,89.6,398,151,398.0,29,39.7,1,1.4,0.9,592233,2020,109,73,0.229,0.258,-0.0289999999999999,0.344,0.352,-0.008,0.283,0.303,-0.02,2.42,3.87,-1.447,592233.0,1894.0,1964.0,,,1910.0,2584.0,,,592233.0,91.7,92.3,,,86.5,77.8,,,Stefan Crichton
205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,205,Díaz, Jairo,545064,72,8.2,44.4,112.4,89.8,94.1,84.8,426,177,407.0,29,40.3,9,12.5,8.5,545064,2020,106,72,0.365,0.341,0.0239999999999999,0.612,0.6,0.012,0.449,0.446,0.003,7.65,9.76,-2.11,545064.0,2170.0,2112.0,,2350.0,,,,,545064.0,95.2,95.0,,85.2,,,,,Jairo Diaz
206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,206,Melancon, Mark,453343,72,-0.6,25.0,108.0,88.9,93.5,86.0,375,123,364.0,25,34.7,3,4.2,3.2,453343,2020,95,72,0.262,0.249,0.013,0.31,0.353,-0.0429999999999999,0.276,0.287,-0.0109999999999999,2.78,3.45,-0.671,453343.0,2325.0,,2342.0,,,2623.0,1906.0,,453343.0,91.6,,91.9,,,81.8,84.1,,Mark Melancon
207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,207,Hatch, Thomas,641672,71,11.9,28.2,109.8,86.4,91.2,83.3,402,154,398.0,29,40.8,4,5.6,3.7,641672,2020,109,71,0.191,0.242,-0.0509999999999999,0.298,0.408,-0.1099999999999999,0.275,0.336,-0.061,2.73,4.86,-2.126,641672.0,2597.0,2436.0,2589.0,,2021.0,,,,641672.0,95.5,95.0,88.0,,85.7,,,,Thomas Hatch
208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,Holland, Greg,518813,71,8.9,29.6,109.3,89.8,93.5,87.6,410,148,410.0,29,40.8,5,7.0,4.5,518813,2020,112,71,0.2,0.199,0.001,0.31,0.322,-0.012,0.254,0.26,-0.006,1.91,2.81,-0.904,518813.0,2313.0,,,2173.0,1328.0,2393.0,,,518813.0,92.9,,,85.9,84.5,78.6,,,Greg Holland
209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,Nova, Iván,467100,70,6.0,28.6,112.8,90.2,94.9,86.6,462,146,406.0,29,41.4,7,10.0,8.0,467100,2020,88,70,0.278,0.315,-0.0369999999999999,0.481,0.585,-0.1039999999999999,0.358,0.412,-0.0539999999999999,8.53,7.92,0.606,467100.0,2277.0,2132.0,,,2041.0,2213.0,,,467100.0,92.3,92.1,,,86.4,79.6,,,Ivan Nova
210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,Garcia, Bryan,650530,70,15.6,27.1,112.0,86.4,92.6,81.5,380,146,,26,37.1,3,4.3,3.2,650530,2020,93,70,0.222,0.269,-0.047,0.247,0.351,-0.1039999999999999,0.261,0.318,-0.0569999999999999,1.66,4.3,-2.638,650530.0,2172.0,2186.0,,2439.0,1894.0,,,,650530.0,94.6,94.4,,87.3,86.7,,,,Bryan Garcia
211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,Benjamin, Wes,605138,70,16.6,30.0,105.8,90.6,91.3,90.3,412,182,404.0,31,44.3,5,7.1,5.1,605138,2020,98,70,0.264,0.237,0.027,0.429,0.401,0.0279999999999999,0.322,0.301,0.021,4.84,3.82,1.016,605138.0,2366.0,2417.0,2396.0,,1804.0,2585.0,,,605138.0,90.9,91.4,85.5,,84.5,78.6,,,Wes Benjamin
212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,212,Bass, Anthony,542914,70,4.4,15.7,109.9,89.3,93.0,88.6,412,118,395.0,27,38.6,2,2.9,2.0,542914,2020,100,70,0.189,0.173,0.016,0.3,0.261,0.0389999999999999,0.242,0.224,0.0179999999999999,3.51,2.1,1.406,542914.0,2050.0,2025.0,,2264.0,,,1430.0,,542914.0,95.1,94.5,,85.8,,,86.4,,Anthony Bass
213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,213,Farmer, Buck,571656,70,7.0,30.0,112.9,90.2,97.0,84.8,429,147,405.0,29,41.4,6,8.6,6.7,571656,2020,89,70,0.244,0.27,-0.026,0.39,0.451,-0.061,0.29,0.345,-0.0549999999999999,3.8,5.16,-1.363,571656.0,2276.0,,,2761.0,1696.0,,,,571656.0,93.2,,,81.7,87.3,,,,Buck Farmer
214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,Akin, Keegan,669211,70,17.9,38.6,109.7,91.4,95.1,86.9,410,192,398.0,35,50.0,6,8.6,5.2,669211,2020,116,70,0.262,0.246,0.016,0.427,0.413,0.014,0.325,0.322,0.003,4.56,4.42,0.138,669211.0,2389.0,,,2369.0,1988.0,2606.0,,,669211.0,91.9,,,80.7,81.3,77.2,,,Keegan Akin
215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,215,Toussaint, Touki,657053,69,13.2,37.7,112.4,89.2,95.9,83.8,435,170,414.0,27,39.1,9,13.0,7.5,657053,2020,120,69,0.276,0.261,0.015,0.551,0.51,0.041,0.407,0.391,0.0159999999999999,8.88,6.95,1.927,657053.0,2293.0,2165.0,,2294.0,,2528.0,1491.0,,657053.0,94.0,92.6,,85.4,,75.7,85.3,,Touki Toussaint
216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,216,Curtiss, John,595928,69,15.5,33.3,111.7,92.0,93.7,90.2,437,181,415.0,29,42.0,5,7.2,5.1,595928,2020,99,69,0.223,0.236,-0.0129999999999999,0.351,0.405,-0.054,0.267,0.293,-0.0259999999999999,1.8,3.6,-1.8,595928.0,2309.0,2413.0,,2568.0,,,,,595928.0,94.0,94.1,,85.2,,,,,John Curtiss
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,Graterol, Brusdar,660813,69,-0.6,27.5,109.1,88.8,90.3,88.9,409,112,409.0,23,33.3,2,2.9,2.3,660813,2020,88,69,0.225,0.224,0.001,0.287,0.319,-0.032,0.25,0.264,-0.014,3.09,2.9,0.186,660813.0,2017.0,1977.0,,2477.0,1798.0,,,,660813.0,98.8,99.3,,89.1,92.1,,,,Brusdar Graterol
218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,218,Brasier, Ryan,518489,69,15.8,44.9,110.0,91.1,92.3,90.3,457,196,430.0,31,44.9,5,7.2,4.5,518489,2020,110,69,0.245,0.247,-0.002,0.378,0.399,-0.021,0.301,0.313,-0.012,3.96,4.15,-0.19,518489.0,2253.0,2280.0,,2426.0,1528.0,,,,518489.0,96.2,95.2,,86.2,87.4,,,,Ryan Brasier
219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,219,Hughes, Jared,453172,69,2.4,20.3,113.3,84.6,92.9,81.7,435,114,413.0,23,33.3,5,7.2,4.6,453172,2020,109,69,0.256,0.227,0.0289999999999999,0.422,0.368,0.0539999999999999,0.353,0.328,0.0249999999999999,4.84,4.61,0.226,453172.0,2136.0,2009.0,,,1553.0,2064.0,,,453172.0,92.2,91.3,,,84.3,80.8,,,Jared Hughes
220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,220,Foster, Matt,641582,69,17.8,44.9,109.4,87.2,92.0,81.8,414,190,388.0,27,39.1,8,11.6,7.3,641582,2020,109,69,0.162,0.242,-0.0799999999999999,0.273,0.45,-0.177,0.226,0.325,-0.099,2.2,4.51,-2.312,641582.0,2322.0,2269.0,,2284.0,1755.0,,,,641582.0,93.8,93.3,,85.3,83.8,,,,Matt Foster
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,Hunter, Tommy,488984,68,13.3,35.3,112.1,90.6,95.5,87.7,425,159,424.0,31,45.6,6,8.8,5.9,488984,2020,102,68,0.239,0.296,-0.0569999999999999,0.391,0.449,-0.0579999999999999,0.305,0.354,-0.0489999999999999,4.01,5.48,-1.466,488984.0,2472.0,2483.0,2520.0,,,2873.0,,,488984.0,92.7,92.6,90.4,,,82.3,,,Tommy Hunter
222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,222,Jiménez, Joe,641729,68,17.2,38.2,110.0,92.1,96.5,87.0,427,203,398.0,34,50.0,7,10.3,6.9,641729,2020,101,68,0.284,0.275,0.0089999999999999,0.58,0.518,0.0619999999999999,0.39,0.377,0.013,7.15,6.36,0.787,641729.0,2465.0,,,2274.0,2050.0,,,,641729.0,94.2,,,83.9,89.0,,,,Joe Jimenez
223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,223,Vincent, Nick,543883,68,15.0,38.2,108.4,90.5,93.3,86.8,441,198,390.0,32,47.1,9,13.2,9.8,543883,2020,92,68,0.271,0.288,-0.0169999999999999,0.518,0.538,-0.02,0.357,0.374,-0.017,4.43,6.24,-1.807,543883.0,2336.0,2234.0,2328.0,2467.0,1692.0,,,,543883.0,89.1,89.4,87.4,82.8,83.1,,,,Nick Vincent
224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,224,Cessa, Luis,570666,68,13.5,35.3,110.1,88.9,93.0,86.6,433,161,389.0,29,42.6,3,4.4,3.2,570666,2020,93,68,0.235,0.244,-0.009,0.4,0.403,-0.003,0.299,0.308,-0.009,3.32,4.01,-0.687,570666.0,2289.0,2193.0,,2514.0,1649.0,2540.0,,,570666.0,93.7,93.5,,83.7,87.5,80.4,,,Luis Cessa
225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,Mayers, Mike,594577,68,20.1,32.4,109.3,89.0,92.0,88.0,394,189,391.0,26,38.2,4,5.9,3.3,594577,2020,121,68,0.162,0.17,-0.008,0.252,0.298,-0.0459999999999999,0.219,0.239,-0.0199999999999999,2.1,2.38,-0.28,594577.0,2372.0,,2190.0,2111.0,,2432.0,,,594577.0,94.2,,90.3,85.3,,77.0,,,Mike Mayers
226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,Ynoa, Huascar,660623,68,3.6,33.8,109.0,87.8,92.8,84.2,410,140,399.0,26,38.2,4,5.9,4.0,660623,2020,100,68,0.277,0.274,0.003,0.422,0.421,0.001,0.348,0.355,-0.007,5.82,5.52,0.295,660623.0,2061.0,2078.0,,2297.0,2010.0,,,,660623.0,94.8,92.4,,86.0,86.6,,,,Huascar Ynoa
227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,227,Clippard, Tyler,461325,68,23.1,39.7,107.8,86.5,90.9,80.4,427,203,404.0,19,27.9,6,8.8,6.1,461325,2020,98,68,0.202,0.21,-0.0079999999999999,0.309,0.394,-0.085,0.237,0.273,-0.036,2.77,3.11,-0.341,461325.0,2364.0,2308.0,,,2030.0,2322.0,1425.0,,461325.0,89.5,88.8,,,78.0,75.1,81.1,,Tyler Clippard
228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,Yardley, Eric,642233,67,3.9,22.4,109.8,88.5,93.6,87.6,424,110,422.0,26,38.8,3,4.5,3.1,642233,2020,97,67,0.224,0.225,-0.001,0.353,0.359,-0.006,0.293,0.3,-0.007,1.54,3.79,-2.247,642233.0,,2037.0,,,1714.0,2814.0,,,642233.0,,87.8,,,80.4,73.0,,,Eric Yardley
229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,Matzek, Tyler,554431,66,10.7,27.3,108.3,86.7,89.7,84.1,412,160,412.0,17,25.8,2,3.0,1.7,554431,2020,121,66,0.211,0.18,0.031,0.284,0.272,0.0119999999999999,0.261,0.244,0.017,2.79,2.48,0.313,554431.0,2356.0,,2717.0,2934.0,,2966.0,,,554431.0,94.3,,89.6,82.9,,79.1,,,Tyler Matzek
230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,Petit, Yusmeiro,433589,66,18.5,25.8,109.4,87.5,92.9,82.5,426,188,413.0,22,33.3,7,10.6,8.0,433589,2020,88,66,0.232,0.232,0.0,0.366,0.455,-0.089,0.276,0.328,-0.0519999999999999,1.66,4.61,-2.948,433589.0,2134.0,,2133.0,,1753.0,2000.0,,,433589.0,88.1,,84.4,,81.3,74.3,,,Yusmeiro Petit
231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,231,Bard, Daniel,453268,66,10.5,31.8,111.2,90.1,92.6,91.1,417,158,395.0,31,47.0,5,7.6,4.7,453268,2020,106,66,0.237,0.23,0.0069999999999999,0.344,0.372,-0.028,0.296,0.306,-0.01,3.65,3.96,-0.311,453268.0,2712.0,2533.0,,2815.0,2126.0,,,,453268.0,97.1,96.8,,87.6,89.7,,,,Daniel Bard
232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232,Finnegan, Kyle,640448,66,6.2,33.3,107.2,87.8,91.6,86.9,421,146,416.0,19,28.8,3,4.5,2.8,640448,2020,107,66,0.226,0.222,0.004,0.312,0.352,-0.0399999999999999,0.276,0.291,-0.0149999999999999,2.92,3.55,-0.631,640448.0,2072.0,1913.0,,2038.0,,,993.0,,640448.0,96.2,95.0,,87.2,,,86.8,,Kyle Finnegan
233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,233,Loáisiga, Jonathan,642528,66,3.6,31.8,108.3,84.6,90.0,79.8,422,138,417.0,18,27.3,4,6.1,4.0,642528,2020,100,66,0.241,0.251,-0.01,0.414,0.402,0.0119999999999999,0.32,0.324,-0.004,3.52,4.48,-0.958,642528.0,2364.0,2336.0,,,1701.0,2720.0,,,642528.0,96.9,96.3,,,88.8,83.9,,,Jonathan Loaisiga
234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,Loup, Aaron,571901,66,11.0,34.8,110.8,86.9,90.6,83.7,459,161,406.0,22,33.3,6,9.1,6.3,571901,2020,96,66,0.2,0.243,-0.0429999999999999,0.376,0.419,-0.0429999999999999,0.273,0.312,-0.0389999999999999,2.52,4.13,-1.61,571901.0,,2159.0,2428.0,,2020.0,2542.0,,,571901.0,,92.0,85.4,,80.6,77.6,,,Aaron Loup
235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,235,Cole, A.J.,595918,66,22.3,22.7,110.2,86.7,91.5,81.6,404,166,378.0,18,27.3,2,3.0,2.1,595918,2020,95,66,0.226,0.19,0.036,0.393,0.292,0.101,0.29,0.243,0.0469999999999999,3.09,2.46,0.626,595918.0,2331.0,,2172.0,2288.0,2073.0,2197.0,,,595918.0,93.4,,88.6,83.5,86.3,78.3,,,A.J. Cole
236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,236,Workman, Brandon,519443,65,3.2,32.3,111.1,90.1,95.4,85.5,409,160,394.0,32,49.2,8,12.3,7.9,519443,2020,101,65,0.352,0.293,0.059,0.568,0.534,0.0339999999999999,0.423,0.388,0.0349999999999999,5.95,6.82,-0.871,519443.0,2114.0,,2156.0,,,2583.0,,,519443.0,92.5,,87.5,,,79.2,,,Brandon Workman
237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,237,Guerra, Junior,448855,65,8.5,27.7,111.3,86.4,91.7,82.7,422,140,422.0,18,27.7,3,4.6,2.9,448855,2020,103,65,0.205,0.232,-0.027,0.301,0.35,-0.0489999999999999,0.287,0.321,-0.034,3.04,4.39,-1.348,448855.0,2495.0,2388.0,,,,2720.0,1244.0,,448855.0,93.9,94.1,,,,81.8,86.1,,Junior Guerra
238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,238,Samardzija, Jeff,502188,65,29.3,33.8,110.9,89.3,93.4,84.2,458,211,399.0,22,33.8,7,10.8,9.1,502188,2020,77,65,0.296,0.28,0.0159999999999999,0.634,0.559,0.0749999999999999,0.409,0.377,0.0319999999999999,9.72,6.36,3.36,502188.0,2557.0,2565.0,2605.0,2591.0,,2509.0,2196.0,,502188.0,90.3,91.1,87.5,83.9,,81.2,82.5,,Jeff Samardzija
239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239,Hernandez, Elieser,622694,65,16.6,33.8,113.0,91.8,93.4,91.2,410,188,390.0,25,38.5,5,7.7,4.7,622694,2020,106,65,0.212,0.214,-0.002,0.414,0.37,0.0439999999999999,0.29,0.278,0.0119999999999999,3.16,3.23,-0.074,622694.0,2265.0,,,2265.0,1904.0,,,,622694.0,91.3,,,79.1,83.6,,,,Elieser Hernandez
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,Woodford, Jake,663765,64,12.2,21.9,110.3,89.9,94.2,87.1,435,164,404.0,26,40.6,9,14.1,10.6,663765,2020,85,64,0.253,0.271,-0.018,0.532,0.53,0.002,0.343,0.357,-0.0139999999999999,5.57,5.59,-0.019,663765.0,2262.0,2226.0,,2363.0,1504.0,2528.0,,,663765.0,92.7,93.0,,84.4,85.7,76.3,,,Jake Woodford
241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,241,Colomé, Alex,517008,64,4.0,29.7,109.5,87.4,95.5,84.2,375,133,,21,32.8,2,3.1,2.2,517008,2020,90,64,0.163,0.212,-0.0489999999999999,0.212,0.295,-0.0829999999999999,0.216,0.268,-0.052,0.81,2.99,-2.184,517008.0,2117.0,,2147.0,,,,,,517008.0,94.4,,89.3,,,,,,Alex Colome
242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,Sulser, Cole,642121,64,17.3,32.8,107.3,86.9,92.4,81.8,413,163,412.0,20,31.3,3,4.7,3.0,642121,2020,100,64,0.21,0.219,-0.009,0.358,0.372,-0.014,0.314,0.326,-0.012,5.56,4.54,1.019,642121.0,2407.0,,,2367.0,1698.0,,,,642121.0,93.8,,,87.5,85.7,,,,Cole Sulser
243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,243,Wendelken, J.B.,605525,63,14.7,23.8,108.1,86.0,90.3,82.6,428,152,408.0,20,31.7,3,4.8,2.8,605525,2020,106,63,0.183,0.183,0.0,0.28,0.318,-0.0379999999999999,0.247,0.265,-0.018,1.8,2.92,-1.12,605525.0,2442.0,2212.0,,2548.0,1544.0,2548.0,,,605525.0,94.6,93.7,,85.3,86.6,81.0,,,J.B. Wendelken
244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,244,Castro, Miguel,612434,63,5.5,30.2,109.3,91.0,92.2,90.0,423,147,395.0,29,46.0,3,4.8,2.6,612434,2020,115,63,0.277,0.222,0.055,0.455,0.347,0.108,0.357,0.3,0.0569999999999999,4.01,3.79,0.224,612434.0,,2345.0,,2931.0,2123.0,,,,612434.0,,98.1,,86.8,92.3,,,,Miguel Castro
245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,Springs, Jeffrey,605488,63,15.2,41.3,116.3,86.5,94.7,78.0,415,181,400.0,23,36.5,8,12.7,8.1,605488,2020,99,63,0.333,0.271,0.062,0.589,0.492,0.0969999999999999,0.405,0.346,0.059,7.08,5.2,1.882,605488.0,2229.0,,,2177.0,1444.0,,,,605488.0,92.1,,,83.0,81.5,,,,Jeffrey Springs
246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,246,Neris, Héctor,593576,63,13.9,34.9,107.7,89.3,90.4,89.2,378,148,,25,39.7,4,6.3,3.9,593576,2020,103,63,0.267,0.239,0.028,0.311,0.349,-0.0379999999999999,0.3,0.303,-0.003,4.57,3.87,0.699,593576.0,2352.0,2285.0,,,,,1162.0,,593576.0,93.8,94.4,,,,,85.5,,Hector Neris
